name,headline,languages,location,rating_fide,rating_bullet,rating_blitz,rating_rapid,rate,about,playing_experience,teaching_experience,other_experience,best_skills,teaching_methodology,titles
NM Jordan Groff,None,['English (US)'],"Hamden, CT",None,2247,2302,2436,None,"I am a National Master living in Hamden, Connecticut. I teach chess with Play More Chess Academy (","I play as many tournaments as I can, from weekend quads to big tournaments like the Foxwoods Open or World Open. Most notably, I won the 2023 New Britain Chess Club Championship, a 7 round classical tournament played over the course of 7 weeks. I take pride in my rapid improvement, having gained around 100-200 USCF rating points every year since 2018, when I first started taking chess seriously.","I've taught chess for 4 years to both adults and kids, ranging from total beginners to around 2000 lichess. I always encourage students to play over the board tournaments, and the ones who play regularly tend to see consistent growth. I had one student who increased his online rating by over 100 points just a week after our first lesson!",None,None,"The most important part of my lessons is analyzing games played by the student, preferably tournament games, but rapid/classical games played online are also fine. We generally analyze without the engine, although we might 'ask it a question' once in awhile: the engine is a valuable tool if you use it properly, but it's easy to misinterpret it! While analyzing the games, we look for patterns of mistakes, either due to the type of position or to the student's thought process. I usually teach lessons in sets of 4 so that we have the chance to do some lessons targeted towards a specific area, although I can be flexible with this. For example, if I see that a student is making many mistakes in the endgame, I would dedicate 1 or 2 lessons to the endgame. I would pick out a few instructive games for us to go over together",NM
IM Alihan Hüseyinoğlu,None,"['Türkçe, русский язык, English (US)']",Eskişehir,None,2802,2718,2597,None,"International Master Alihan Hüseyinoğlu from Turkey, 25 years old. ",Two times Uzbekistan Champion U16 and U18. Rank in top 3 at many strong open tournaments. ,I have about 5 years experience of teaching chess.  ,None,None,None,IM
FM Алишер Бегмуратов,None,"['русский язык, oʻzbekcha']",Ташкент,2395.0,2874,2709,None,None,Меня зовут Бегмуратов Алишер. Мастер Фиде (FM) с рейтингом 2395. Сейчас сконцентрирован на тренерской деятельности. ,Играл и выигрывал большинство турниров. Самая крупная моя победа- это становление чемпионом Узбекистана среди мужчин (Высшая Лига) 2017года.,"Начиная с 2018 года занимаюсь тренерской деятельностью. Накопил большой опыт. И продолжаю в этом развиваться. Каждый мой ученик, после продолжительных занятий со мной, смогу повысить уровень игры, а один из них смог в первенстве России занять 3е место среди юниоров. ","Также могу играть тренировочные партии, чтобы ученик лучше освоил варианты и увереннее чувствовал себя в реальных турнирах.",Я люблю шахматы. Я готов много работать над шахматами. Стараюсь это передать каждому ученику. ,"Главная моя задача- помочь ученику вырасти универсальным бойцом, чтобы он по чуть-чуть научился всему. ",FM
IM Yasel Borges Feria,None,['Español'],None,2442.0,2828,2803,None,None, Mi nombre es Yasel Borges Feria Maestro Internacional cubano radicado en Emiratos Árabes Unidos.,"Comencé desde muy pequeño a jugar logrando varios títulos nacionales en edades menores y el subcampeonato nacional juvenil de mi país en el año 2004. Participé en 3 finales del Campeonato Nacional Absoluto de Cuba, varios Zonales Occidentales y 12 Torneos Internacionales Capablanca in Memoriam, donde logré un 3er puesto en el grupo premier en 2013. Ganador de varios Torneos Internacionales, IRT y Estatales en México y Ecuador, así como el Torneo Panamericano de blitz San Salvador 2017. También he logrado varios podios en torneos en Rusia y Emiratos Árabes en distintas modalidades, además de otros resultados notables tanto nacional como internacionalmente.","Mi experiencia laboral con atletas es de 19 años, logrando varios finalistas de Campeonatos de Cuba, campeones estatales y nacionales en México y Ecuador, títulos centroamericanos, una subcampeona panamericana, una campeona nacional juvenil y 2 campeones nacionales pioneriles, así como diversos titulados como CM, MF y WFM. He prestado Servicios en distintos países desde el año 2012 y tengo experiencia con atletas invidentes y débiles visuales, trabajando hace mas de 4 años, con el Club Español Alfil Invidente, logrando un subcampeonato en el año 2020. He sido colaborador y analista del  jugador Olímpico y de Copa del Mundo GM Yusnel Bacallao Alonso durante mucho tiempo, y he trabajado activamente junto a varios Grandes Maestros cubanos. ","En estos momentos me encuentro escribiendo mi tercer libro y estuve colaborando activamente con Chess Informant y la revista Kamada Chess Magazine, así como la Revista española Alfil Invidente. Tambien he ofrecido conferencias en centros de alto rendimiento, he escrito artículos para distintos proyectos ajedrecísticos y he sido preparador teórico de algunos conocidos Grandes Maestros.","Mi mejor habilidad como jugador es el cálculo de variantes, además de ser fiel amante de la estrategia ajedrecística. Amante de los clásicos, mi jugador preferido en el legendario Robert Fischer y soy versátil en mis aperturas de juego y la elección del repertorio.","Trabajamos desde Skype activamente varias horas a la semana no solo en clases propias sino en grupales. Te envío tareas para toda la semana, así como análisis teóricos de tus líneas de juego, además te puedo ayudar a escoger un correcto repertorio de aperturas según tu estilo y nivel de juego. Te envío libros para mejorar el medio juego y jugamos simultáneas y partidas de entrenamiento. En resumen, mi método de entrenamiento va con la necesidad de cada atleta y el momento que se encuentre de cara a las competencias fundamentales.",IM
GM Andrey Drygalov,None,['русский язык'],Moscow,2475.0,3088,2683,2648,None,"Международный гроссмейстер. What`s App,Viber,Telegram +79195803682 ","Играю в шахматы уже 15 лет, являюсь профессиональным игроком, много наград и заслуг как в личных международных соревнованиях, так и в командных. Много сильных учеников, победителей и призеров различных соревнований.",Преподавательская деятельность с 2016 года.,From my achievements:,"Нацеленность на дебют, позиционное понимание и тактическое видение ситуации.",None,GM
GM Debashis Das,None,"['English (US), हिन्दी, हिंदी']",Bhubaneswar,2548.0,2721,None,None,None,"Hello everyone,",Asian Youth U-18         Tehran (Iran)       	2008    		      Bronze   Medal,IM Vedant Panesar 2440,"I have worked with world's best leading coach like, GM R.B Ramesh (4 years 2007-2011) , Michel Krasenkow (2.5 years 2016-19) , Abhijeet Gupta (3 months 2020) , Kiril Georgiev (2 months) , Mishiko Mchedlishvili (1 year 2014-2015) , Stelios Halkias (2 years 2011-2013) , Thomas Luther (1 month) ","My main strengths are analyzing openings in depth, Analyzing own games in depth. Endgame (converting small advantage into full point) . ",Improvement in chess is a long process and I generally like to work long-term!,GM
FM Maciej Czopor,"""You may learn much more from a game you lose than from a game you win. You will have to lose hundreds of games before becoming a good player."" ~ Jose Raul Capablanca",['English (US)'],None,2363.0,2802,2701,None,None,Hello chess enthusiasts! ,"I have been playing chess since the age of 8. Throughout my career, I have been very successful in youth competitions, winning Polish Youth Championship 2 times (2014,2018) and coming 2nd 2 times (2016,2022). Thanks to those accomplishments I was able to participate in World and European Youth Championships (2014,16,18,22). ","I believe that calculation, opening preparation and analysis of your games are key bits in today's chess. Therefore our main focus during the lessons will be on improving your calculation skills and tactical awareness. Alongside the lessons, there are number of things that I offer:",None,"I've always been drawn to active and dynamic chess, a quality that is vividly reflected in my games. I strongly believe that calculation stands out as the single most crucial skill in chess, and it has been one of my biggest assets. In addition to calculation, a deep understanding of openings is paramount. As a lifelong player of 1.e4 as White, I've obtained extensive opening knowledge across various lines. As black, playing the Sicilian defence has been a defining choice throughout my career where I gained a lot of experience and discovered a lot of interesting ideas.","I believe that calculation, opening preparation and analysis of your games are key bits in today's chess. Therefore our main focus during the lessons will be on improving your calculation skills and tactical awareness. Alongside the lessons, there are number of things that I offer:",FM
GM Homayoon Toufighi,None,"['English (US), فارسی']",Antalya,2440.0,3058,2737,None,None,GM Homayoon Toufighi 2440 ,With twenty-five years of experience playing chess ,With fifteen years of experience in coaching and club management! ,None,Firstly I should see your games and then I will decide about the subject of our classes but I will tell you some of my best skill for teaching ,The most important thing is to evaluate the student and find the weaknesses and eliminate them.  I usually teach practical chess to players who can choose the best move in any situation,GM
IM Nemanja Zivkovic,None,"['English (US), Српски језик']",Nis,2411.0,2610,2477,None,None,IM Zivkovic Nemanja from Serbia.,"6 times winner of central Serbia B12,B14,B16,B18",8 years of experience in coaching.A couple of my students are one of the better ones in the Country for their age.,Graduated from the Faculty of Sports and Physical Education Master studies and because of that I have great knowledge in working with people where I was helped by pedagogy and philosophy that I studied,I believe in assessing a players skill set and setting up a proper focused training program around the players goals and needs. Its important that the goals of a player are matched to the time available and the needs of the players. . ,"I prepare to run my lessons in a unique fashion in comparison with the older coaches. I will look at the games from my students then  we will analyze specific opening and middle game ideas that would best fit their style. Lastly, there will be concrete analysis on how to improve endgame play by looking at very famous basic positions, in order to understand how to play them.",IM
FM Игорь Мизинов,None,['русский язык'],Санкт-Петербург / Ульяновск,None,2483,2327,2147,None,👋Привет! Я Мастер ФИДЕ Игорь Мизинов. ,None,🎓Преподаю шахматы детям(от 4ех лет) и взрослым от начинающих до уровня КМС более 7 лет.,None,🧠Разбор партий,"✅Опыт. Тренер должен иметь достаточный игровой и тренерский опыт в шахматах, чтобы помочь ученику развивать свои способности.",FM
IM Alexander Khlebovich,None,['русский язык'],Великий Новгород,2446.0,2800,2804,None,None,"Приветствую Вас , дорогие любители шахмат! Меня зовут Хлебович Александр ,я являюсь международным мастером , мне 35 лет , игровой стаж более 25 лет , стаж тренерской деятельности 9 лет.",Максимальный рейтинг в классические шахматы: 2446,Работаю со взрослыми и детьми. Возможны групповые занятия.,None,None,"К каждому своему ученику проявляю инвидуальный  подход. Стараюсь за кратчайшие сроки определить слабые места ученика и работать над ними. Работаю над всеми направлениями : начальная стадия игры ( дебюты) , середина игры ( стратегия , создание планов , разбор типовых позиций) , окончания ( разбор базовых позиций от а до я , а также разбор сложных игровых окончаний) . Обязательно порекомендую необходимую литературу для скорейшего роста уровня игры.  ",IM
CM Niraj Saripalli,None,"['English (US), हिन्दी, हिंदी, मराठी']",Goa,2188.0,2708,2464,None,None,"I am Niraj Saripalli from Goa, India . I am 27 years old and my current FIDE rating is 2188. I received the Candidate Master title in 2021 and I am also a FIDE instructor (FI) and I aspire to increase my rating and keep improving my game and achieve greater heights as a player.",I have been playing chess since the age of 7. Participated actively in State and National events throughout. Became State Champion of Goa in the Open category in 2018 to break the jinx as I finished 2nd and 3rd a dozen times. Also I have won the several Fide rating tournaments.,Have been teaching actively for the past 6 years. Run a chess School Nanir Chess Academy which me and my sister founded in the year 2017.,I have a youtube channel with my sister Nandhini Saripalli and her husband GM Anurag Mhamal. We post instructional videos and stream regularly as well. I enjoy commentating on the game.,I am a very creative self taught chess player. I thoroughly enjoy the endgame. I am a very good listener and try and understand every thought process of my student behind every move played. A lot of sessions and effort goes in analysis of the students game and working on weaknesses that can be improved. I also can work specifically on a particular aspect as required by the student. I personally believe my best skill as a chess coach is mentally preparing the student to overcome tough situations and positions and inculcating a 'NEVER DIE' attitude.,I am flexible in my teaching methods and cater to the needs of every student in an approach i deem most fruitful. I am available and reachable at anytime and just away. I also assign homework to my students to make sure they improve and learn and keep the process going. I take the classes via Zoom or skype.,CM
CM Rajesh Nayak,None,"['English (US), हिन्दी, हिंदी']","Sangram club lane puri -752002 , odisha India",2195.0,2347,2482,1659,None,"""Hello, I'm CM Rajesh Nayak (Fide ID-35017152) from India , a seasoned chess enthusiast with a passion for strategic thinking and a track record that speaks volumes. With my highest FIDE rating of 2263 and over 5 years of coaching experience, I've dedicated myself to helping individuals of all skill levels uncover the fascinating world of chess. My coaching journey is built on a foundation of commitment, patience, and the joy of nurturing chess talent. Whether you're a beginner or a seasoned player aiming for the next level, I'm here to share my expertise and guide you toward chess mastery. Let's embark on this exciting chess adventure together, where each move is a step closer to success.""",None,"My teaching methodology for chess revolves around a structured yet flexible approach. It starts with assessing individual skill levels and goals, ensuring a strong foundation in the basics. I emphasize openings, tactics, and endgame principles, guiding students through practical play and regular game analysis. By fostering a positive mindset and adaptability, I encourage students to learn through both success and losses, always with an eye on long-term progress. I aim to make learning enjoyable and inject creativity into their play, staying updated with the latest chess developments to provide a well-rounded education. Ultimately, my goal is to help students not only excel in chess but also develop a lifelong passion for this beautiful game.",None,"My expertise in creative attacking chess, combined with a knack for logical decision-making in challenging situations and a strong understanding of openings. I like to inspire students with imaginative and aggressive play, coupled with a strategic mindset, fosters an environment of learning and growth. My guidance on openings not only provides a strong foundation but also empowers my students to navigate the complexities of chess with confidence. ","My teaching methodology for chess revolves around a structured yet flexible approach. It starts with assessing individual skill levels and goals, ensuring a strong foundation in the basics. I emphasize openings, tactics, and endgame principles, guiding students through practical play and regular game analysis. By fostering a positive mindset and adaptability, I encourage students to learn through both success and losses, always with an eye on long-term progress. I aim to make learning enjoyable and inject creativity into their play, staying updated with the latest chess developments to provide a well-rounded education. Ultimately, my goal is to help students not only excel in chess but also develop a lifelong passion for this beautiful game.",CM
IM Mateusz Kołosowski,None,"['Polski, English (US)']",Wrocław,2469.0,2800,2698,None,None,"Hi, first of all thanks for viewing my profile. If you're doing that, perhaps it's for a reason. Aren't you a a person who still lacks some skills to call yourself a strong player? If so, you might be interested in looking for a chess coach. Why should you consider me as a person who can help in mastering your skills? ","So far I have played in numerous tournaments all over the Europe, including great many club team competitions. The strongest player I have played against was Levon Aronian (I have beaten Fabiano Caruana online, though ;)). My playing experience helps me a lot in coaching activity - I believe that I can provide players of all levels with lots of practical tips.",I have contributed to chess development of players from approximately 30 countries. I have cooperated with players of all levels and helped a few of them in obtaining their international titles and medals in national championships. A couple pf my students participated in World / European Junior Chess Champoniships. My students increase their rating on regular basis.,"I have provided live coverage of online chess matches (e.g. Duda-Karjakin), European rapid and blitz Championships and Polish individual Championships. Feel free to take a look at a few of chess courses I have prepared in cooperation with leading content providers:","Throughout my coaching career I have helped my students in practically every area of chess mastery. However, I specialize in: ",I believe a chess coach should sometimes be a doctor as he needs to be able to diagnose one's chess problems and find a cure for them. That's how I approach my students - individually.  I adjust the material used and training plan to be implemented according to one's needs. I provide homework / training material. I keep up with my students via e-mail / social media / IM. The lessons are conducted using high-quality equipment.,IM
FM Francisco Javier Muñoz,None,"['Español, English (US)']",Rosario,2389.0,None,2592,None,None,"Hello,",Qualified to the Nationals Finals in 2020,National Youth Championship (2019) ,Software Developer,Motivation.,Approach on the basics or fundamentals.,FM
IM Matthew Wadsworth,"'Attackers may sometimes regret bad moves, but it is much worse to forever regret an opportunity that passed you by' - Garry Kasparov",['English (US)'],None,2467.0,2614,2570,2601,None,My name is Matthew Wadsworth. I am a 22 year old IM from the United Kingdom. I graduated from the University of Cambridge in 2021 and am currently pursuing chess full-time.,"I learnt to play chess when I was four years old, when my dad taught me the moves. After joining my local club in Maidenhead and playing several local tournaments, I moved up quite quickly to national age group tournaments. I was lucky enough to be picked for England to play at the 2007 World Youth Chess Championship, and have been privileged to play for my country many times at age group level. Two of my standout performances from my earlier years were finishing 5th in the under 12 World Youth Championship in 2012, and becoming under 18 British Champion in 2015.","I first started officially coaching in 2019, while a student at university. This took place online, and continued throughout the COVID-19 pandemic. Over the past 3 years I have gained significant experience and learned a lot about the most effective coaching methods. During this time, my students have seen great success, in tournament wins, rating gain, overall playing strength, and enjoyment of the game.","I have been involved in academic mentoring at various points throughout my life, and have been able to see the parallels between learning both in school and over the chessboard. These parallels have only been strengthened by my time at university, in which self-discipline and independent study are paramount.","There are parts of my opening repertoire that I have been playing for almost 15 years and would consider myself an expert in, for example the English Opening with White and the French Defence with Black. Over the last few years, my repertoire has broadened considerably. As for the rest of the game, I would say my greatest strengths are in dynamic, unbalanced positions where both good instincts and precise calculation are essential. I would regard calculation as the single most important skill to develop for any aspiring player to develop. A good calculation process benefits your play in all stages of the game, from early in the opening to technical, late-stage endgames.","I have generally kept to a schedule of weekly, 1-hour lessons with my students, although this can obviously vary and depends on the needs of the student. For each lesson, having a clear theme and lesson objective is key in order to maximise the effectiveness of the sessions. For each student, I will propose a few goals to achieve over a 1-2 month timeframe during our sessions. These goals are tailored to the student and will depend both on what the student wants, as well as what I feel are the most important areas to improve. Every couple of months, we will assess our progress and propose a new set of goals to work towards.",IM
CM Sandro Šafar,None,['English (US)'],Rijeka,2264.0,2579,2482,2494,None,"I'm a 24 year old Croatian computer science student, active chess player and coach.",I've been actively playing every tournament I can since I was 8 years old so I have 15 years of playing experience which have taught me a great deal,"I've helped 143 people from 25 different countries so far (yes, I really do keep count :'D )",None,"I teach everything, but my expertise is understanding the game through rules and principles!",Usually our first lesson will be game analysis so we can see your strengths and weaknesses together. I will also give you practical tips to solve as many problems as I see right off the bat (at the end of that first lesson).,CM
IM Pavel Sevostianov," Тренер призерiв чемпiонатiв України,Світу,Европи серед дітей.Навчання українською або російською мовами. Від 500 грн./год(15 usd).Дякую за увагу!","['українська, русский язык']",Kyiv,2401.0,2556,2450,None,None,"Міжнародний майстер(IM),майстер спорту України.",-3 place in the club championship of Ukraine,None,None,None,None,IM
FM Tunahan MAKARACI,None,"['Türkçe, English (US)']",None,2296.0,None,2313,None,None,I am Tunahan Makaracı from Turkey. I am 27 and chess is huge passion for me. I am looking forward to teach the art of chess to my new students ! ,"I am playing chess over 20 years , and I am the winner of Primorsko Open Chess Tournament 2021 .  ","I have seven years of experience in chess coaching. I do really enjoy and be happy when my students are being successful,so I put my faith in it.",None,"-Huge opening repertoires, according to your playing style",None,FM
FM Agil Pirverdiyev,None,"['English (US), Türkçe, русский язык, Azərbaycanca, Español, العربية, 中文, हिन्दी, हिंदी, Português, Deutsch']",Baku,2411.0,2559,2341,None,None,Pirverdiyev Agil,"More than 20 years of experince, winning 100+ Open tournaments",l have IM students,chess commentator,A00-E99,"First lesson is trial lesson, we get to know each other",FM
GM Artem Iljin,None,['русский язык'],Kazan,2509.0,None,None,None,None," Hi! My name is Artem Iljin. I am GM from Russia, ELO 2528. My best results in chess career: European Championship (Dresden-2007) - 1-6 places. The Winner of Russian Cup-2004, Winner the Championship of Russia under 12, 16, 20. European Championship under 16 - 2nd place. Participant of World Cup 2007. Player of ""Ladya-Kazan"" chess team (2004-2010 years). Won Montenegrin Team Championship 2023 with ""Crnogorac"" team.","The Champion of Russia under 20. Many times Champion and Medalist of Russia under 10,12,16, 18. European Championship 2007 1-6 places. Participant of World Cup. The Winner of the Cup of Russia.","Professional chess trainer more than 13 years. My students are many times the winners of Russian Cup stages, the winners of the Championships republics and other tournaments.",My YouTube channel ,None,None,GM
FM Radosław Dzierżak,Mistrz FIDE i absolwent psychologii wraz z przedmiotami pedagogicznymi chętny do podzielenia się swoją wiedzą i doświadczeniem.,['Polski'],Katowice,2254.0,None,None,None,None,"Jestem Mistrzem Śląska i zawodnikiem pierwszoligowego MKSz Rybnik. Gra w szachy towarzyszy mi od najmłodszych lat, zasady rozgrywki poznałem w wieku 4-5 lat. Cały czas aktywnie rywalizuję w turniejach szachowych, równocześnie posiadam wykształcenie psychologiczne wraz z dodatkowymi przedmiotami pedagogicznymi, które uzyskałem na Uniwersytecie Śląskim w Katowicach.",- 1/8 finału (miejsce 9-16) w Drużynowych Akademickich Mistrzostwach Świata w barwach reprezentacji Polski (2020).,- Kurs instruktora szachowego Polskiego Związku Szachowego (04.2016).,- Magister psychologii - Uniwersytet Śląski w Katowicach (10.2015 – 11.2021).,None,"Oferuję lekcje młodzieży od 12 roku życia i osobom dorosłym, także tym, którzy chcą postawić swoje pierwsze kroki w szachowym świecie. Gwarantuję zaangażowanie i wykorzystanie wieloletniego doświadczenia, zdobytego zarówno w grze praktycznej, jak i podczas zajęć z najlepszymi polskimi trenerami.",FM
FM Petr Timagin,None,"['русский язык, Slovenščina']",Ljubljana,2340.0,2593,2559,None,None,FIDE Master. ELO 2340. Тренер 1-ой категории. 39 лет.,Участник и победитель различных российских и международных соревнований.,"Тренер 1-ой категории. Преподавательский стаж с 1999 года. Опыт работы с детьми от 5 лет, а также взрослыми до 99 лет )).",None,None,Индивидуальная программа для каждого возраста и уровня знаний.,FM
GM Даниил Линчевский,None,"['русский язык, English (US)']",https://lichess.org/coach/Lintchevski_Daniil,2540.0,3120,2891,None,None,"✅Международный гроссмейстер, мастер спорта России.",🥂Мои успешные выступления:,"👨‍🎓Преподавал в различных шахматных школах и академиях. 🌍Среди учеников есть чемпионы России,Казахстана,Германии.",None,"👌Современная дебютная подготовка, позиционное понимание, техника игры в эндшпиле.",😉Индивидуальный план развития,GM
FM Ali Rastbod,None,"['فارسی, English (US)']",Rasht,None,2976,2663,None,None,"Hello guys , My Name is Ali Rastbod and currently I am Fide Trainer & Fide Master with 3 IM Norm",My Best achievements :,I have worked with too many students in different issues in chess for example opening or positional play or famous sacrifices and etc.,None,"My main strength in my play is knowledge of different openings alongside good understanding of positional concepts. In teaching though, the methodology depends on the individual and their needs.",First of all I will analyse some games from my student,FM
IM Nad Titus Petre,None,"['English (US), Română, Français']",Cluj-Napoca,2325.0,2623,2557,None,None,"46 years old, F.I.D.E. Trainer and a coach with over 15 years of experience. Background in engineering and economics. I have helped Romanian juniors to win many medals at national championships.","Started chess pretty late around 10 years old and at 17, I won first place U18 and I have represented my country at World Youth Championships in Bratislava 1993, where I scored 6/11.",FIDE certified chess trainer and a coach with over 15 years of experience at all levels from complete beginner until 2400 FIDE Rating.,Head coach of Romanian delegation at many international competitions:,National Chess Trainer - training and assisting in preparation of national selected team participating at European or international high-level competitions.,Analyzes of student's games with focus on discovering the strengths and improving the weaknesses.,IM
CM Bülent Erşahin,Sistematik ve dijital eğitim. www. satrancsorusu.com üzerinden seviyelere uygun çalışmalar ve www.satrancdersi.com üzerinden 250'den fazla video anlatımlı temel bilgiler ,"['Türkçe, English (US)']",None,None,2504,2440,None,None,Eğitim: Antalya Anadolu Lisesi  Hacettepe Üniversitesi : Bussiness Administration (İşletme İngilizce),2004 Avrupa Şampiyonası performans ödülü,Her yaş grubuyla 15 yıllık Satranç Eğitimi tecrübesi,None,Konum Anlama ve uygun plan geliştirebilme.,   ,CM
WFM Ольга Владимировна Петрухина,None,['русский язык'],None,2237.0,2503,2326,None,None,"Профессиональная шахматистка, шахматный тренер, судья.","С 1996 года узнала о такой игре как шахматы от мамы, с 1999 года начался мой путь профессиональной спортсменки. Многократная  чемпионка и призер юношеских чемпионатов Республики Казахстан с 1999 по 2008 г. Вице-чемпионка Первенства Азии среди девушек до 16 лет.",Опыт работы тренером 10 лет. Веду занятия с 2013 г. ,"Профессиональный художник. Пишу картины маслом. Пропагандирую гармоничное развитие личности - на собственном опыте показываю плюсы развития обоих полушарий мозга. Шахматы - логика, расчет, живопись - воображение, интуиция.","Дети меня называют добрым тренером. Объясняю доходчиво, ""без лишней воды"", конкретно, четко. Люблю системность, ясно поставленные задачи. При этом имею довольно развитое воображение, генерирую массу интересных идей. На моих занятиях всегда интересно.","В работе использую индивидуальный подход. Каждого своего ученика я ""веду"", занятие строю исходя из того над чем требуется работать для развития. Обязательно для каждого ученика готовлю домашнее задание. Даю психологические советы на соревнованиях, настраиваю на партии при подготовке к соревнованиям.",WFM
IM Sharan Rao,None,['English (US)'],Karnataka,2433.0,2765,2589,None,None,"Hello! I'm Sharan Rao from Karnataka, India! I'm 23 years old, finished my B.tech Civil Engineering degree in NITK Surathkal. I am also the founder and head coach of the chess academy named Rao's Chess Corner (RCC).",⭐Started playing chess when I was 7 in 2007.,"I started chess coaching in the year 2018, taught around 100+ students from various parts of the world from being beginners to students having a rating of around 1900, ranging from 6 to 40-year-olds. 15 years of playing chess helped me gain complete understanding and maturity about the game which helps me express my thoughts about it very fluently to others. ",I stream sometimes on my twitch channel.,60 minutes of one class and you'll fall in love with chess.,Openings are given top priority for quick growth. Middlegame tactical and positional materials will be provided in utmost depth. Endgame theory is split into different piece endgames for better understanding. Interactive sessions are what make the class very exciting and fun.,IM
FM Nicolò N.,None,"['Italiano, Español']",Ibiza,None,2525,2376,2446,None,"La passione per il gioco si è trasformata negli anni in lavoro, vivendo la disciplina professionalmente come allenatore, formatore e insegnante... ho avuto la fortuna di insegnare in 12 nazioni diverse e poter viaggiare grazie agli scacchi in 42 stati!",None,📌Ho ricevuto il premio di MIGLIOR ISTRUTTORE della Federazione Scacchistica Italiana nel 2011-2015- 2019.,"📌Nel 2020 e 2021 ho intrapreso una collaborazione con Chess24 per i commenti in diretta del Magnus Chess Tour e del Meltwater Champions Tour (eventi internazionali con la presenza di Carlsen, Caruana, Grischuk, Giri, Nepomniathichi, Dubov, etc...)",None,None,FM
NM Iryna Barchuk,None,"['English (US), українська, русский язык, Polski']",Poland,None,2301,2317,2319,None,I am 25 years old. WFM from Ukraine.,I have chess experience more then 20 years.,Have 5 years teaching experience in chess school groups and individually.,None,None,I teach on Skype/Google meet,NM
NM NM/AGM/FI/NA Alvin Alcala,None,['English (US)'],Dumaguete City,2232.0,2500,2424,None,None,"I'm Engr. Alvin Alcala from the Philippines. I'm a licensed Mechanical Engineer by profession and a graduate of Mapua Institute of Technology. I briefly worked in the Philippines with the oil, gas, and mining industry then worked overseas in Saudi Arabia as a Quality, Health, Safety and Environment Manager.  I'm also a certified ISO Lead Auditor from IRCA and a Six Sigma Green Belt Practitioner from ASCB(Europe). ",I won multiple times amateur and international chess tournament both over-the-board and online. Some of my most notable tournaments are listed below:,"I'm a certified FIDE Instructor and have 16 years of chess teaching experience with beginners, intermediate players and advanced players either through over-the-board or online class.","I'm a certified FIDE National Arbiter and can manage chess tournament as a role of an Organizer, Tournament Director, Chief Arbiter, Deputy Arbiter or Arbiter, Pairing Manager.","I'm well versed in strategic motifs, have high level of tactical awareness and a good command of basic chess endgame theory. I'm expert in the utilization of Chessbase 16 and Aquarium 2021 softwares.",Every chess player has room for improvement! I see to it that I identify the student's level of chess knowledge. Then I focus the training on his weakness so that he will able to improve his practical play. For highly ambitious chess players I offer structured learning.,NM
GM Dmitry Khegay,None,['русский язык'],Krasnoyarsk,2528.0,2808,2629,None,None,"Всем привет! Меня зовут Дмитрий Хегай, мне 26 лет и я полон сил и амбиций как в тренерской, так и в игровой деятельности. Серебряный призер Первенства Европы среди юношей. Чемпион России до 19 лет. Чемпион России среди студентов. Неоднократный победитель и призер этапов кубка России. Победитель командного Чемпионата России по блицу. Неоднократный чемпион и призер СФО. Обладатель кубка Казахстана. Связаться со мной можно по номеру +79658934804 (Whats'app, Viber, Telegram). Среди учеников призеры Федеральных округов, первенств России и других стран.",За доской в качестве игрока 20 лет.,Опыт в тренерской деятельности порядка 9 лет. ,None,None,None,GM
WFM Ana Daniela Madrigal,I can help you to create a chess study plan to improve your level .  Contact me: whatsapp: +50587890005 email: anadanielamadrigal@hotmail.com,"['Español, English (US)']",Carazo,2032.0,2026,2051,1925,None,"WMF, Ana Daniela Madrigal, I am from Nicaragua, I have a bachelor degree in Finance.  I am currently working in the Ministry of education as a coordinator  of  a chess program in schools. ","I am the highest ranking of women in my country. I have participated in two world olympics Istanbul, Turkey and Tromso, Norway. I have also participated in tournaments in Cuba, Spain, Italy and Ecuador that has made me gain a lot of experience that I hope to share with other chess players!","-Chess trainer endorsed by FIDE. Title obtained in Benasque Spain, July 2015. ",None,I am a chess coach that emphasize in building a good chess repertorie and study deep the ideas of each oppening. ,"First of all, I detect skills and strengths of my students to create a work plan through the analysis of their own games.",WFM
