name,headline,languages,location,rating_fide,rating_bullet,rating_blitz,rating_rapid,rate,about,playing_experience,teaching_experience,other_experience,best_skills,teaching_methodology,titles
CM Coach Wizzy,None,"['English (US), العربية']",None,2276.0,2247,2360,None,None,"I am a dedicated chess master with a deep passion for the game, constantly refining my skills and engaging in strategic battles on the board. Alongside my chess pursuits, I am a student at Columbia University, where I am majoring in biomedical engineering and math. My teaching style is very personalized to your chess mind. If you are a tactical and aggressive player like me we will pick openings for you with many traps and sharp lines so that we can see your chess improve. If you are more of a slow and positional player you also came to the right place",I've played in many tournaments including the Ivy League chess championship in 2023. Awarded first place in my city's chess championship and awarded teacher of the year for my unique and most importantly fun and engaging teaching style. I valued this award as it speaks to the results my students get!,I have been playing chess for more than half my life and have taught hundreds of students. From complete beginners to advanced players my results always show!,None,None,"My teaching methodology is rooted in a personalized and holistic approach, which I believe sets it apart in the realm of chess coaching. I understand that each individual possesses a unique playing style, thought process, and set of strengths and weaknesses. Therefore, my approach centers around closely observing your gameplay, analyzing your playing style, and delving into the intricacies of your decision-making.",CM
IM IVAN GALIC,None,"['Hrvatski, English (US)']",Siroki Brijeg,2429.0,None,None,None,None,"Hi, I am a International Master Ivan Galic from Bosnia & Herzegovina born in 1988.",I am a International Master since 2010. My rating is 2429. ,I have 5 years of teaching experience.,Degree of Electrical Engineering.,I always do my best in motivating my students and,As every trainer I look at student games... ,IM
GM Rolando Kutirov,"Openings, Middlegames and Endgames ♚ 2 times Olympiad Coach of Macedonian National Team ♛ In person lessons in Switzerland",['English (US)'],Nyon,2400.0,2559,2552,None,None,"Hello, I am the chess Grandmaster Rolando Kutirov, born in 1962 in Skopje, North Macedonia. ",○ Started playing chess when I was 7 years old. ,○ Coach of the Men's Nationality Team of North Macedonia:,I want to make people laugh because laughter is healthy.,My program:,"I am preparing my students, with all my knowledge, to become the best in their way of playing.  ",GM
IM David Shahinyan,None,"['Հայերեն, русский язык, English (US)']",None,2486.0,3001,2804,None,None,I'm International Master David Shahinyan,I have been playing chess for 20 years.,I've already been teaching chess for 7 years.,Our team actively develops unique platform ,"Strategy, endgame, preparing for tournaments",None,IM
IM Дмитрий Светлов,None,"['русский язык, English (US)']",Санкт-Петербург,2400.0,2639,2630,2731,None,"Здравствуйте. Предлагаю свою кандидатуру Вам (вашему ребенку) тренера по шахматам. О себе: 31 год; образование высшее- физик,инженер, второе- педагог доп.образования; в армии был; Международный мастер (рейтинг 2400).  Живу в Спб. Сейчас могу принять ещё 1-3 учеников. Цена занятия обсуждается, зависит от целей, задач и пр..Заинтересован в долгосрочных отношениях. Можно написать в вотсап или телеграмм по номеру +7 921 582-27-61","В шахматах с 10 лет.  Занимал 3 место в Чемпионате России до 18 лет. Победитель и призер Нижегородских, Ленинградских, Ханты-Мансийских соревнований.","Опыт работы тренером больше 9 лет. Ученики с нуля за небольшой срок становятся достойными участниками турниров. Последние успехи : чемпион Ирландии, Евросоюза , участники чемпионатов России, мира, Европы, а также чемпиончики и призеры местного разлива,НАПРИМЕР:",None,"Топ 15 личесса по рапиду, топ 100 по классике","Придерживаюсь советской школы (занятие на три части: проверка дз или разминка, основная часть, практика), рассказывать стараюсь не вяло. Считаю приоритетным понимание ученика. Материалы проверены временем, подобраны со вкусом. Мимо современников и актуальных событий не прохожу. Для начинающих до 1 разряда имеется собственная проверенная программа...Дальше тоже формируется хороший материал",IM
IM Saparmyrat Atabayev,None,"['Türkçe, русский язык, Türkmençe']",Ashgabat,2514.0,2978,2583,2508,None,"Hi everybody , I'm international master, Atabayev Saparmyrat , I am 24 years, the world champion u 17, olympic champion U16. the current champion Turkmenistan! My fide rating std 2481. ",Play chess 16 years.,I’ll teach you different debut news!,I have been training for about a year!,Good positional and tactical game!,I spend my lessons very carefully and take my own approach to everyone!,IM
IM Matthieu Bissières,None,['Français'],Lyon,2390.0,2502,2387,None,None,Matthieu Bissières.,Maître International.,"Nombreux élèves de très bon niveau : membres de l'équipe de France, podiums aux championnats de France, MF, MI, un élève champion d'Europe...",None,None,None,IM
FM Siem van Dael,None,"['English (US), Nederlands']",Netherlands,2362.0,2452,2355,None,None,"My name is Siem van Dael, I'm a FIDE Master from The Netherlands, 18 years old. Graduated high school in The Netherlands and since then spending a lot of time working on chess and giving chess lessons to clubs and individuals. ",I've started playing chess since I was 4 years old and have played over 1000 FIDE rated games by now.,"Over the past year I've started coaching and realised I really enjoy it, I've had many students so far, some short-term some long-term and even group lessons for clubs or other groups. Available almost all the time and always looking to fit the right training for the right person. Also I have tried streaming and really enjoyed entertaining people during the streams, but haven't picked it up regularly.",None,None,"The lessons are adjusted to different people, a lot of time goes in preparation for the topics/weaknesses the student wants to work at, or a topic suggested by me that seems to fit the student. A lot of variety, available for playing games and analysing them, working on openings, middlegame, endgames and many more interesting topics.",FM
IM FT Hemant Sharma,None,"['हिन्दी, हिंदी, English (US)']",New Delhi,2334.0,None,2662,None,None,"I am an International Master and Fide Trainer from New Delhi, India. I have been playing Chess for more than 20 years. Among my achievements, I was India's Under-25 Champion in 2010 and also won the Best Rating Category Prize in Gibraltar Masters 2018. My FIDE profile is ","I have been playing for more than 2 decades. My first big achievement was getting Bronze Medal at Dubai Junior Chess Championship in 2005 wherein the Gold medal winner was GM Safarli Eltaj. Then in 2010, I won the India's Under-25 Championship being only 18 years old.",Coach of Olympiad Team at 2022 Chess Olympiad.,Target Students:,"My strengths are Tactics, Endgame and Positonal play.","If you are a serious student with long-term (1 year at least) plan of training (be with anyone or me) and really want to improve, I will surely be more than interested in teaching you and taking you to the next level.",IM
GM Justin Tan,None,['English (US)'],None,2533.0,None,None,None,None,Contact: gmjustintan@gmail.com,Winner of Doeberl Cup 2021 ,"7 years of coaching experience, for players ranging from 1700 to 2400.","Author of the book series ""1.e4! The Chess Bible"", for Thinkers Publishing ","Consistent work on all aspects of chess - alternating between openings, middlegames (positional play) and endgames. ","In a typical 1 hr session, we spend the first 15 minutes on calculation and thinking process. The rest of the session relates either to openings, middlegame strategy or endgames, usually alternating between the areas every two weeks, although it may also depend on the student's needs or their specific demands (I'm always open to their requests if they are reasonable!). Some of the aspects of my lessons include:",GM
FM serkan yeke,Ulusal ve uluslararası turnuvalarda gerektiği gibi mücadele etmek için doğru bir eğitim ve doğru yönlendirmeler istiyormusunuz.,['Türkçe'],None,None,2490,None,None,None,1975 doğumluyum.İstanbulda yaşıyorum.Yaklaşık 30 yıldır satrancın içindeyim.20 yıldır profesyonel olarak satranç eğitmenliği yapmaktayım.,1992 yılındaki İstanbul Büyükşehir Belediyesi Satranç turnuvası ile satranç kariyerime başladım. İlk uluslararası turnuva deneyimimi 1997 yılında Tel-Aviv turnuvasıydı.Üç kez istanbul şampiyonu oldum.2002 yılında Can Arduman ile birlikte eş puanla Türkiye Şampiyonu oldum.2008 yılında Nato Şampiyona oldum.Bir çok turnuvada dereceler elde ettikten sonra aktif turnuva hayatım 2010 yılında bitti.Artık senede sadece bir kez turnuvaya katılıyorum çoğunlukla antrenörlük yapmaktayım.,Türkiye Satranç Federasyonu Altyapı antrenörlerindenim.2005 yılında Fide Trainer oldum.Bu 4. kademe antrenörlük anlamına geliyor.Birçok ulusal ve uluslararası turnuvada bireysel yada takım öğrencilerim oldu.Yaş gruplarında derece yapmış birçok öğrenciyle çalıştım.,None,None,Neredeyse her yaş grubu öğrenci ile çalışma fırsatım oldu.Küçük yaş grubu öğrencilerim ile ağırlıklı olarak temel düzeyde bilgilere yoğunlaşıyorum.Gelişim-Merkezin önemi-Şahın güvenliği gibi temel stratejileri seviyelerine uygun şekilde çalışıyoruz.Tabiiki en sağlam stratejiler taktik bilgiler ile desteklenmek zorundadır.Temel ve ileri taktik temalar yine seviyelere uygun olarak çalışılıyor.,FM
FM Владимир Фотин,None,['русский язык'],None,2401.0,2713,2601,None,None,"Мне 23 года, мастер FIDE и тренер шахматной школы ""Чемпион""(г. Пермь). Я играю в шахматы с 5 лет, и мне это очень нравится. Я надеюсь помочь вам любить шахматы, как и я, и значительно повысить ваш шахматный уровень.",более 15 лет.,более 5 лет,None,None,"На основе просмотра Ваших партий или  партий Вашего ребенка, изучения сильных и слабых сторон игры, в зависимости от уровня игры обучающегося формируется индивидуальная программа обучения.",FM
IM Bogdan Belyakov,None,"['русский язык, English (US)']",Salekhard,2416.0,2645,2539,2592,None,Всем привет!,Международный мастер и мастер спорта России.,"Обучаю как детей так и взрослых. Опыт преподавания 14 лет , город Салехард. Имею высшее образование по специальности педагог-психолог. В активе моих учеников - победы и медали в кубках России, всероссийских турнирах, первенств европейских стран, первенств федеральных округов, окружных и областных соревнованиях.",None,None,None,IM
FM Aleksa Alimpic,None,"['English (US), Српски језик, Bosanski, Hrvatski']",Belgrade,2313.0,2532,2530,None,None,"Hello, dear chess friends! I am Alimpic Aleksa. I am 18 years old. I am Fide Master with the highest elo of 2313. I am from Belgrade, Serbia. I am a professional chess coach with experience of around 1.5 years both over the board and online. Ages and levels are not important. I have coaching programs for all chess levels from total beginners to titled players with ambitions. Please feel free to contact me by E-mail: alimpicbusiness@gmail.com or Skype: ",I started playing chess at the age of 8. I became FIDE Master at the age of 17.,I started coaching chess about 1.5 years ago both with kids and adults.,I worked on many projects in the promotion of chess among all age groups.,I specialize in:,I hold lessons via Skype and I use the Lichess study tool.,FM
FM Руслан Кавыев,None,['русский язык'],None,None,2713,2640,None,None, Приветствую всех!👋🏻,Мои достижения:,"В сфере преподавания я более 3 лет, а профессионально занимаюсь уже 14 лет. Являюсь Мастером Фиде по шахматам.",None,Со мной Вы научитесь:,К КАЖДОМУ УЧЕНИКУ у меня индивидуальный подход.,FM
CM Haridas Kesavan,None,"['മലയാളം, தமிழ், English (US)']",Kerala,None,2302,2316,2465,None,"CANDIDATE MASTER, FIDE INSTRUCTOR, SPORTS AUTHORITY OF INDIA TRAINED COACH.","PRIZE WINNER OF NATIONAL AND INTERNATIONAL LEVEL TOURNAMENTS, REPRESENTED KERALA AND TAMIL NADU IN 12 NATIONALS.","25 YEARS EXPERIENCE IN CHESS TRAINING. TRAINED STUDENTS OF KERALA ,TAMILNADU,ANDHRA PRADESH , UAE, OMAN, USA, UK , CYPRUS, SINGAPORE, QATAR,MAURITIUS, GERMANY CANADA,AUSTRALIA AND MALAYSIA. ",I HAVE BEEN EXTREMELY LUCKY TO BE THE STUDENT OF GRAND MASTER SERGY IONOV. ONE MONTH COACHES TRAINING FROM ,I also work as a playing partner for players who want to play with strong and want to become strong players. I will play with the student for the full one hour and then give suggestions to improve game.Students can choose suitable time control.,None,CM
GM Tomás Valentín Sosa,"⚡If you can't stop thinking about something, don't stop working to get it💥⚡Si no puedes parar de pensar en algo, no pares de trabajar para conseguirlo💥","['English (US), Español']",Barcelona,2558.0,2917,2609,None,None,💥GM Tomás Sosa 2558 FIDE🇦🇷                                                      💥GM Tomás Sosa 2558 FIDE🇦🇷,♟Juego ajedrez desde  los 5 años                           ♟ I play chess since I was 5 years old,"🔝Entrenador en Mundiales, Panamericanos, sudamericanos y nacionales. 🔝Coach in World, Pan American, South American and national.",🟡I show you that it is not necessary to study all day to obtain results.,"Mis alumnos más fuertes tuvieron y tienen 2400 de ELO fide, pero también tengo de menor nivel. Muchos han logrado buenos resultados en torneos fuertes.","Cada jugador es único por eso es esencial adaptarme a lo que esté buscando, para poder desarrollar al máximo su potencial.",GM
FM Egor Lashkin,None,"['русский язык, English (US)']",Tiraspol,2449.0,None,2803,None,None,"I am Egor Lashkin,from Moldova. I have been playing chess since 9 for around 10 years. I won Moldovian championship at the beginning of 2023. Chess is my passion, I moved my way up to success almost myself, know what difficulties chess players experience and have some interesting techniques to overcome it. I am one of the best players in my country.","I have  wide experience, as i played lots of games against strong opponents in live chess as well as online. ",I have positive teaching experience both face to face mode and online. I have my own scientific way to explain principles and ideas upon which the game is predicated.,None,"In chess I am strong enough in positional play and strategic positions as well as in tactical,complex situations. In teaching I am using a special technique that helps chessplayers to make right decisions and avoid many mistakes.","I think analysis of the games is the key to success, i look through my student's games and  help understand mistakes and correct them. I have some interesting and simple algorithms that improve one's play. The way we work on a student's thought process is by solving special exercises on a particular topic. Topics are divided into several categories. These categories constitute the step-by-step universal guideline that is applicable in any given position. ",FM
FM Gahan MG,None,['English (US)'],Bangalore,2265.0,2854,2553,None,None,"Hi,",1.  Participated in 20+ international events representing India,1) My student (Shriyana Mallya) won U-8 Commonwealth Girls Chess Championship,None,1. Understanding your strength and weakness by analyzing the game,"I believe, the best way to improve is by analysing the games and making sure the same set of mistakes are not repeated. To begin with, I ask my students to send their recent tournament/serious online games to understand the strengths and weaknesses do a quick SWOT analysis. Our coaching will be tailored according to the strengths and weakness. From opening to Endgame, I will be able to help you to overcome your weak points in the game.",FM
FM Владимир Лауц,None,['русский язык'],Minusinsk,2346.0,2435,None,None,None,Мастер Фиде,30 лет,15,None,None,None,FM
IM Boris Onoprijchuk,None,"['English (US), русский язык']",Saratov,2385.0,2413,2504,2550,None,"From 2016 to 2020, I managed my own offline chess school (Russia, Saratov region), which was attended by about 120 children.",International Master since 2012.,12 year coaching experience: progressed from being a coach in a local chess club to becoming the director of the online chess school.,"As an organizer and chief arbiter, I have conducted more than 100 local and regional offline tournaments.","I teach understanding of chess strategy based on the original rules, which are the keys to the correct play in positions of a certain type.","For each student, I create an individual plan for independent work on chess, taking into account their goals and other commitments. Each week, there is checking the implementation of the plan and its adjustment.",IM
IM Роман Хаєцький,None,"['русский язык, українська, English (US)']",None,None,2553,2511,None,None,"Заслужений тренер України, міжнародний майстер, майстер спорту України.","Виграв декілька міжнародних турнірів, член юнацької збірної України з шахів 1997 року.",Тренер чемпіонів Європи та Світу в юнацьких категоріях. Детальніше в вікі: ,Закінчив шахове відділення Львівського державного інституту фізичної культури. Тренер олімпійського та професійного спорту.,Розвиваємо найсильніші якості гравців.,Ставимо техніку гри від А до Я. ,IM
GM Konstantine Shanava,None,"['русский язык, ქართული']",Tbilisi,None,None,2702,None,None,"International Grandmaster, Fide Trainer and Prefessional coach from Georgia","9-time champion of Georgia in different age categories, including 3 times in the last 3 years in the team ""NONA"", world champion to under 16 in 2001. Bronze medal on the board at the Chess Olympiad in Istanbul in 2012.",The strongest of them are women!,"5 years working in Georgian Chess Academy in Tbilisi, 1 Years working in Chess Academy Zhansaya Abdumalik in Kazakhstan.",None,None,GM
FM Jernej Skuhala,None,"['Slovenščina, Hrvatski, English (US)']",JS#6887,2378.0,2668,None,None,None,"I am Jernej Skuhala, 24 Year old FM from Slovenia. Started playing chess at age 6. Current 2285 ELO","Plenty of European and World youth championships,","Coaching kids in local club, preparation for national championships (group of 10).",None,Prefer to Analyze games and prepare students for games. Looking for novetly and interesting position with sacrifice,None,FM
CM Evgenij Novikov,None,['русский язык'],Moscow,2276.0,2600,2402,2374,None,Обучение шахматам ,Обучение шахматам ,Обучение шахматам ,Обучение шахматам ,Обучение шахматам ,Обучение шахматам ,CM
FM Василь Буришин,"♔ Моя мета - запалити шахову ""іскорку"" в очах учня ♔ 50+ відгуків ♚     ♛ В підопічних - Чемпіонка Ізраїлю  до 12 р,20+ гравців  2150-2300 lichess ♛","['українська, русский язык']",Київ,2306.0,2389,2432,2114,None,"FIDE Master, 2 - разовий чемпіон області, 2 - разовий чемпіон Угорщини в складі команди з України + срібний призер, фіналіст чемпіонату України до 18 років (2010 р.) Виступав за команду в Бундеслізі - Wolfhagen (Німеччина), стали чемпіонами в сезоні 20017-18 рр.",Багаторазовий призер та переможець обласних турнірів.,"Займаюся тренерською діяльністю більше 7-ти років, є шанувальником яскравих і комбінаційних шахів.","Є канал на Ютубі, де більше 250 відео на шахову тематику.","Тримаю ""структуру"" уроку, перші 40-50 хвилин працюємо над темою, яку я підготував, у другій частині можемо разом пограти, або точково розігрувати певну позицію чи дебют.","Використовую велику кількість книг, маючи у своєму розпорядженні величезну електронну бібліотеку, а також безліч ""живих"" книг, зокрема регулярно демонструю стратегічні прийоми (для 2 розряду і вище) з книги А.Німцовича ""Моя система"".",FM
FM Reyson Ricardo Rodríguez Basulto,None,['Español'],None,None,2510,2441,None,None,"Mi nombre es Reyson Ricardo Rodriguez Basulto tengo 18 años de edad. Mi pasión es jugar y enseñar lo lindo del Ajedrez. Desde los 5 años estoy disfrutando del gran juego ciencia por lo que tengo 13 años de experiencia y sumando. Vivo en Cuba provincia Holguín, aquí un poco de mi y mi defensa favorita es la Siciliana, en la foto se ve jajja.","Bueno como decía, desde los 5 años empecé este increíble mundo y he tenido muchos resultados deportivos. Los más destacados han sido","Como entrenador tengo experiencia dando cursos de aperturas, haciendo sparring con GM,MI,Mf de distintas líneas, ayudando en la preparación teórica de ellos también  trabajando y enseñando a niños de mi provincia. Yo me encargo de pulir la base y montarles un buen repertorio de aperturas de acorde a su estilo y forma de jugar. Aquí estamos todos para aprender, así q sumate q juntos podemos lograr grandes cosas, no solo seré tu entrenador, también tu amigo!!",None,None,"Mis metodos son un poco originales ya que he entrenado la mayor parte de mi vida solo. Siempre busco la motivación a la hora de entrenar, esto es fundamental. No hay nada mejor q disfrutar lo q se hace, asi q si quieres mejorar en tu ajedrez escribeme, Seremos un gran equipo!",FM
IM Ihor Nester,None,"['українська, русский язык, Polski, English (US)']",Lviv,2300.0,None,None,None,None,"I am IM Nester Ihor, I am from Ukraine, and chess is my profession. I was an active offline over-the-board chess player before 2020, presently chess coach is my main occupation. I am open for lessons in 2023","In recent years (except 2020-23) I was an active chess professional and played around 150 classic games a year. Typically I win around 7-8 tournaments a year, and as a rule, I am among the winners in the rest of them. My recent best achievement was winning the Romanian Open Championship in 2018 in Alba Julia. I usually participate in swiss classic tournaments around Europe, most often in Germany, Romania, Poland, sometimes Italy, France, Switzerland, and other countries. I like strategy, I prefer to think, plan on the basis of understanding positions. That's why my main activity is classic tournaments.","I have a certificate in the specialty ""Chess coach"" at Lviv University of Sports.",I speak well enough a couple of languages.,What is my chess specialty? What I can teach you best?,"We can work in any screen demonstration app. Skype, zoom are examples of such apps. Also, interactive studies on lichess is a good instrument for training.",IM
FM Дмитрий Коненкин,None,['русский язык'],Зарайск,2267.0,2424,2404,2288,None,"Меня зовут Дмитрий Коненкин. Родился и живу в г. Зарайске (Московская область). Играю в шахматы с 5 лет, Мастер ФИДЕ с 2006 г. В 2009 г. закончил Российский государственный социальный университет по специализации ""Педагог-организатор шахматной игры"".  ","Становился абсолютным чемпионом Московской области (по блицу, рапиду и классике), многократный чемпион Зарайска, Луховиц, Егорьевска, победитель множества соревнований от Всероссийского до муниципального уровня. Участник чемпионатов Европы и России.","Тренерский стаж уже свыше 15 лет! С 2009 по 2015 гг. работал в Луховицком шахматном клубе, с 2015 г. работаю в ШШК ""Зарайская ладья"". Среди моих учеников: участники чемпионатов России, чемпионы Московской области и этапов Кубка России, множество разрядников.",Шахматный стример. Веду свой Youtube-канал.,Нахожу язык с любым учеником! Моя цель: чтобы ученик превзошел учителя и добился наивысших успехов! ,Скайп (Зум) и ,FM
GM Mikhail Panarin,"Гроссмейстер с 2007г. Тренер с 2009г.  Чемпион России 2013 по быстрым шахматам среди мужчин. Победил в номинации ""Лучший тренер Краснодарского Края по шахматам""",['русский язык'],Novorossiysk,2562.0,2893,2723,None,None,"Опыт работы тренером  с 2009г. Основал в 2017г. Шахматную школу ""Гроссмейстер"".",Международный гроссмейстер с 2009г. Чемпион России 2013г. по быстрым шахматам среди мужчин.Призер и Чемпион ЮФО. Многократный Чемпион и призер Краснодарского края.,"Воспитал 7 МФ. Ученики - чемпионы Федеральных округов,региональных и муниципальных первенств.Ученик - серебряный призер первенства России.Чемпионы Англии,Швеции в своих возрастных категориях.",None,None,None,GM
GM Aleksandr Rakhmanov,None,"['русский язык, English (US)']",Cherepovets,2614.0,3048,2768,2780,None,"I'm Grandmaster Elo 2651,  Top-100 of the World.",Winner of many international tournaments. ,I have a pedagogical education. Owner of chess club in my home city since 2015.,None,None,None,GM
CM Zoltán Béla Éberth,None,"['Magyar, English (US), Deutsch']",Mezőkövesd,2210.0,None,2132,2292,None,I got to know chess at the age of 6. My chess role model is Paul Charles Morphy. This is my FIDE page ,"After I started training with a coach, I got a FIDE value in 1989 with lightning speed. my starting value was 2255. My career peak was twice 2273 which I want to accomplish well beyond.",I got my first coaching degree in 1992.,Editor-in-Chief Borsod-Abaúj-Zemplén County Chess Newsletter (Borsod-Abaúj-Zemplén Megyei Sakkhíradó),"My chess style is very agressive, but over time I realized I also had to learn maneuvering and strategy play. I still prefer gambits, (Kings Gambit, Morra Gambit, Nimzowitsch-Marshall gambit, Elephant Gambit, Latvian countergambit, Gibbins-Weidenhagen Gambit, Blackmar-Diemer Gambit, Alekhine-Chatard Attack, Soller Gambit, etc) but I can play other styles to suit my opponent. ","If you would like to apply to study, please send me a letter of motivation with a detailed introduction.  I usually teach on the ",CM
IM Bojan Jovanovic,None,['English (US)'],Kragujevac,2466.0,None,None,None,None,Hi! I am International Master Bojan Jovanovic.  ,"I have been the National Champion of my country in categories B10, B12 & B18.",I have eleven years of experience in chess coaching.,I’ve participated in social media events on twitch and am currently involved with the development of ground-breaking chess instruction technology. ,I offer a special Training Programs: ,I give chess lessons via Skype (tajsonkg) or Zoom. ,IM
CM Barathkalyan Maran,None,"['தமிழ், English (US)']",None,2259.0,2319,None,None,None,"I'm Barathkalyan Maran, 23 years old, a Candidate Master in Chess, B. A Degree in Bishop Heber College, from India.",I've been playing chess for 13+ years,"From 2020 I Trained many rated players and helped them improve their chess skills and fide rating points, which some students achieved in state and national tournaments.",None,"Customized Opening Preparation, Theoretical Endgames Knowledge, Calculation Training","I would first try to understand the student's playing style by carefully looking at his/her recently played games. after studying students' games,  I would start working on the students' areas of weakness in our classes to ensure steady growth in the student's chess understanding. mostly I work on calculation, the way of thinking, decision making, and psychology, I would assign the students a personalized homework routine. I would make sure to keep in touch with his/her homework updates every day. ",CM
GM Gennady Matjushin,None,['русский язык'],None,2421.0,None,2665,None,None,Я родился в 1984 году в г. Макеевка Донецкой области в семье шахматных тренеров. В детстве я мечтал стать профессиональным футболистом.,"Выступал за сборную Украины-1 на Всемирной детской шахматной олимпиаде. Остальные члены этой команды являются успешными профессиональными игроками. Рейтинговые пики Эло за карьеру игрока: в классику - 2504, рапид - 2521, блиц - 2511.",Опыт работы в ДЮСШ более 15-ти лет. Совместно с коллегами подготовил победителей и призеров региональных первенств. Также есть опыт работы со взрослыми. Один из моих учеников - чемпион Украины среди металлургов.,None,None,Анализ Ваших собственных партий является ключом к прогрессу. Индивидуальный подход. Мои занятия не будут нудными.,GM
IM Jonas Hacker,None,"['English (US), Deutsch, Svenska, русский язык']",None,2421.0,2600,2378,None,None,"Hi, my name is Jonas, I am a 28 years old chess player and coach from Germany.",I played in lots of tournaments in Germany and abroad. In Germany I have been playing in 2. Bundesliga for several years now. ,I have been teaching chess for more than 5 years now - from beginners up to rating 2100 I am happy to assist you in your studying process.,"Author of ""Beating the Sicilian main lines"" ","I always try to play for a win, not agree draws and always look for possibilities. ","I help you building up an opening repertoire, study typical middlegame structures and plans with you, analyse your games, I give you advice, what you should study on your own, supply you with homework and exercises, if you wish.",IM
CM Jacob Flynn,None,['English (US)'],None,2196.0,2522,2318,2405,None,I am 21 years old from Ireland and am in my fourth year of studying English Literature and Film at Trinity College Dublin. I started playing chess at a young age and today I consider it my main hobby. Feel free to message me on Lichess with any enquiries!,2019 Irish u19 Champion,"I worked with the best juniors at my local club on a weekly basis before the pandemic (Ranging from 1600-1900 strength) and gave some small-sized lectures. I have given private lessons to a wide range of strengths, from beginner level up to 1800 FIDE level juniors. I've given private lessons in person before but I feel that working online is very effective with the great features that Lichess offers. I teach after-school chess at primary schools in Dublin.",None,"In younger age groups growing up I was far behind my contemporaries- I eventually had a large improvement in a short space of time due to developing a passion for chess. My primary aim is to share that enthusiasm with my students. I have a good feel for many different types of positions and through analysing your games I am quite quick at identifying what areas need to be worked on. I can provide direction as well as insight in this sense. I am also very interested in the psychological aspects of the game that can hold players back competitively, as this is something I struggled a lot with. I follow top level chess quite closely and always have a strong appetite to look at chess.","I have a clear way that I want to play, which is to follow the key principles of positional chess as a foundation, and to build upon this in order to play dynamically. I believe that once you learn to appreciate the underlying mechanics of the game, a lot will fall into place for you. Chess can seem very complicated (which it is) but I will try to help you simplify the game in a constructive way.",CM
FM akaki qalichava,None,"['ქართული, English (US)']",None,2092.0,2633,2523,None,None,"My name is Akaki and i was born in Georgia, I've been enthralled by the game since I was 7. Now at 18, after 11 years of chess, I dream of becoming a Grandmaster. But alongside this dream, a new passion has bloomed—to teach and share my knowledge.","For 11 years, I've been deep into chess, playing in lots of big tournaments all over. I've won the National Championship four times, feeling really proud each time. I even got second place in the Online European School Championship U17 once and grabbed third place in the Online Grand Prix. Each tournament taught me so much about strategy and never giving up.","Recently starting my journey as a coach, I've welcomed my very first student.",None,None,"Have you ever felt like you're putting in lots of time into chess, but you're not seeing much progress? Let's change that! Together, we'll make a plan that's just for you, so you always know what to do next.",FM
CM NIKOLAOS SANDALAKIS,"""Chess is the art of turning every move into an opportunity, and in the game of life, I'm here to help you make every move count.""","['Ελληνικά, English (US)']",Crete,2229.0,2672,2348,None,None,"My name is Sandalakis Nikolaos and I am 28 years old. I am a 2192 rated CM from Greece with  (peak FIDE 2251). If you are interested in working with me contact me here in inbox or at my e-mail (sandalakisn94@yahoo.gr). I am available for both lessons and training games!  I have also a degree at the School of Primary Education of the University of Crete. And master in ""Educational Sciences - Education using new technologies"" in University of the Aegean.",Some of my favourite tournament victories:,Certified FIDE Instructor (FI),"For nearly two enriching years, I had the privilege of serving as a primary school teacher, where I had the opportunity to shape young minds and instill a love for learning. This invaluable experience not only solidified my understanding of pedagogy but also reinforced the importance of fostering critical thinking, discipline, and patience in my students. What sets my journey apart is the seamless fusion of my teaching career with my passion for chess. Teaching young children in primary school has equipped me with a profound understanding of educational development, allowing me to approach chess instruction with a unique perspective.","As a dedicated chess enthusiast, I have not only honed my own skills in the game but have also dedicated myself to nurturing the talents of aspiring chess players. With a passion for both chess and teaching, I've been able to successfully organize and guide my students on their chess journeys. My approach involves setting clear and achievable goals for each student, tailored to their individual strengths and weaknesses. Through meticulous planning and patient guidance, I've witnessed remarkable transformations in my students' abilities. It's immensely gratifying to see them achieve the goals we set together, whether it's mastering a particular opening, improving their endgame techniques, or even competing at higher levels. Chess isn't just a game; it's a journey of self-discovery, strategy, and intellectual growth, and I'm proud to be a part of my students' chess success stories.","My teaching approach involves personalized lesson plans tailored to each student's needs, utilizing resources like Lichess and ChessBase PGN files. I conduct lessons via Skype or Zoom, ensuring accessibility. I maintain ongoing communication to review progress, address questions, and provide supplementary materials, fostering a deep understanding and passion for chess.",CM
GM Nino Batsiashvili,None,"['English (US), ქართული, русский язык']",Tbilisi,2480.0,2389,2419,None,None,"I am Nino Batsiashvili all life professional chess player from Georgia,  beautiful country. ",Women World  Team Champion.,I would be happy to share my experience and knowledge with you. I can teach you every part of this game.,None,None,I would be happy to share my experience and knowledge with you. I can teach you every part of this game.,GM
IM Andrey Okara,None,"['русский язык, українська, English (US)']",Yerevan,2340.0,2622,2604,2547,None,I am Andrei Okara.,None,Teaching experience:,None,"Thorough Instruction: I provide detailed and structured lessons covering all aspects of chess, such as opening theory, middle game strategies, endgame techniques, and tactical patterns.",None,IM
